id,name,position,team_id,team_name,games,games_sub,games_started,mins_played,goals,own_goals,headed_goals,kicked_goals,game_winning_goals,pk_goals,assists,game_winning_assist,shots,shots_on_goal,crosses,passes,touches,interceptions,blocks,tackles,clears,goal_mouth_blocks,fouls_committed,fouls_suffered,yellow_cards,red_cards,Tm,Tm_id,uniform_name,height,weight,dob,nationality
1073445,Fabricio Brener,M,7255,Belgrano,12,9,3,414,1,0,0,1,1,0,0,0,3,1,15,83,454,5,15,8,13,0,7,6,1,0,Belgrano,7255,7,,,1998-05-26,
949550,Norberto Briasco,F,7363,Huracan,5,1,4,297,1,0,0,1,1,0,0,0,5,2,1,27,147,1,2,8,8,0,7,11,0,0,Huracan,7363,20,179.0,82.0,1996-02-29,Argentina
725204,Emanuel Britez,D,,,14,4,10,926,0,0,0,0,0,0,0,0,5,1,12,370,1048,20,25,37,110,0,15,10,2,1,Independiente,7249,23,178.0,74.0,1992-03-26,Argentina
953973,Juan Brunetta,F,7255,Belgrano,13,5,8,681,1,0,0,1,0,0,1,1,18,6,29,241,1000,11,7,15,20,0,15,18,5,0,Belgrano,7255,17,175.0,68.0,1997-05-12,Argentina
652668,Julio Buffarini,D,7251,Boca Juniors,12,8,4,450,0,0,0,0,0,0,0,0,2,2,23,180,564,13,10,19,45,0,5,4,3,0,Boca Juniors,7251,4,170.0,66.0,1988-08-18,Argentina
1114762,Valentin Burgoa,M,7254,Godoy Cruz,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,2,2,0,0,0,0,0,Godoy Cruz,7254,39,,,2000-01-08,Argentina
957386,Fabricio Bustos,D,7249,Independiente,14,1,13,1048,2,0,0,2,0,0,2,0,3,2,21,632,1908,28,30,30,76,0,16,13,5,1,Independiente,7249,16,167.0,66.0,1996-04-28,Argentina
971328,Oscar Cabezas,D,7243,Rosario Central,10,2,8,704,1,0,1,0,1,0,0,0,2,1,0,248,838,13,24,14,123,0,9,8,2,0,Rosario Central,7243,26,,,1996-12-22,
819023,Yonathan Cabral,D,19944,Atletico Tucuman,22,0,22,1979,1,0,1,0,0,0,0,0,8,4,2,529,1852,58,49,44,312,0,22,6,6,1,Atletico Tucuman,19944,31,189.0,85.0,1992-05-10,Argentina
1078037,Enzo Cabrera,F,7239,Newell's Old Boys,13,11,2,365,0,0,0,0,0,0,1,0,5,1,11,67,371,4,11,12,14,0,5,7,2,0,Newell's Old Boys,7239,25,,,1999-11-20,Argentina
742856,Marcelo Cabrera,F,7236,Argentinos Jrs.,26,5,21,1950,1,0,0,1,0,0,5,2,31,11,213,441,2394,22,32,21,30,0,7,33,4,0,Argentinos Jrs.,7236,7,167.0,63.0,1992-03-18,Uruguay
1100131,Jeronimo Cacciabue,M,7239,Newell's Old Boys,4,1,3,252,1,0,0,1,1,0,0,0,4,1,2,79,246,1,8,6,15,0,8,0,0,0,Newell's Old Boys,7239,31,,,1998-01-21,Argentina
909228,Blas Caceres,M,24791,Patronato,15,0,15,1015,0,0,0,0,0,0,1,0,14,6,108,224,1128,17,17,12,24,0,17,5,4,0,Patronato,24791,21,189.0,84.0,1990-07-01,Paraguay
1104782,Dario Caceres,D,7238,Lanus,4,0,4,315,0,0,0,0,0,0,0,0,1,0,12,132,388,8,5,1,18,0,2,0,0,0,Lanus,7238,3,,,1998-01-26,Argentina
374780,Matias Cahais,D,7364,Olimpo,20,0,20,1738,0,0,0,0,0,0,0,0,3,1,1,454,1331,58,58,38,257,0,19,5,3,0,San Martin de Tucuman,9936,6,185.0,80.0,1987-12-24,Argentina
490043,Maximiliano Caire,D,8211,Tigre,16,0,16,1345,1,0,0,1,0,0,1,0,24,10,50,434,1317,60,35,46,126,0,21,8,5,0,Tigre,8211,32,177.0,70.0,1988-07-12,Argentina
387621,Adrian Calello,M,7363,Huracan,26,1,25,2217,0,0,0,0,0,0,0,0,10,0,4,670,1937,64,48,82,148,0,56,36,8,0,Banfield,7247,7,178.0,71.0,1987-05-14,Argentina
1093941,Stefano Callegari,D,7239,Newell's Old Boys,1,1,0,73,0,0,0,0,0,0,0,0,0,0,0,13,50,6,1,2,13,0,1,0,1,0,Newell's Old Boys,7239,29,,,1997-01-06,Argentina
492380,Maximiliano Calzada,M,7248,Arsenal,7,5,2,261,0,0,0,0,0,0,0,0,1,1,3,135,415,10,2,15,20,0,11,3,3,0,,7239,7,170.0,69.0,1990-04-21,Uruguay
694384,Washington Camacho,M,7243,Rosario Central,16,6,10,876,1,0,1,0,0,0,1,0,25,9,28,239,1066,9,13,26,54,0,21,18,4,0,Rosario Central,7243,15,176.0,70.0,1986-04-08,Uruguay
790335,Gaston Campi,D,7237,Estudiantes de La Plata,18,0,18,1585,0,0,0,0,0,0,1,1,12,0,13,630,1975,48,30,34,207,0,29,8,5,1,Estudiantes de La Plata,7237,15,193.0,88.0,1991-04-06,Argentina
455819,Ignacio Canuto,D,,,22,1,21,1808,2,1,2,0,0,0,0,0,11,8,2,1016,3107,59,35,48,204,0,13,8,2,0,Tigre,8211,6,182.0,80.0,1986-02-20,Argentina
747260,Gabriel Carabajal,M,8210,San Martin de San Juan,21,4,17,1404,1,0,0,1,0,0,5,1,26,7,76,425,2093,15,27,24,45,0,11,30,1,0,Patronato,24791,30,178.0,75.0,1991-12-09,Argentina
693964,Edwin Cardona,M,7251,Boca Juniors,20,1,19,1577,4,0,1,3,0,1,2,2,67,24,107,604,2676,21,23,33,46,0,33,38,6,2,Boca Juniors,7251,10,180.0,72.0,1992-12-08,Colombia
872392,Tomas Cardona,D,7254,Godoy Cruz,19,1,18,1678,2,0,1,1,0,0,1,1,10,2,3,404,1632,31,35,13,314,0,27,15,7,0,Godoy Cruz,7254,6,188.0,80.0,1995-10-10,Argentina
960520,Agustin Cardozo,M,8211,Tigre,4,1,3,246,0,0,0,0,0,0,0,0,0,0,0,154,422,2,2,11,19,0,5,3,2,0,Tigre,8211,27,176.0,69.0,1997-05-30,Argentina
1085915,Kevin Cardozo,M,7238,Lanus,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,Lanus,7238,35,,,0,
372363,Neri Cardozo,F,7242,Racing Club,12,1,11,911,0,0,0,0,0,0,4,2,10,3,74,595,1596,12,10,25,38,0,9,5,1,0,Racing Club,7242,19,172.0,62.0,1986-08-08,Argentina
1073442,Julian Carranza,F,7247,Banfield,14,5,9,908,5,0,0,5,1,0,0,0,17,6,4,125,677,8,10,17,22,0,30,36,2,0,Banfield,7247,21,182.0,75.0,2000-05-22,
974871,Gabriel Carrasco,D,7238,Lanus,17,1,16,1359,1,0,1,0,0,0,0,0,7,3,37,582,1627,30,34,21,98,0,18,15,3,0,Lanus,7238,27,175.0,74.0,1997-03-07,Argentina
445591,Mauricio Carrasco,F,24791,Patronato,2,2,0,34,0,0,0,0,0,0,1,1,3,1,2,14,54,0,0,1,1,0,1,0,0,0,,7238,32,173.0,71.0,1987-09-24,Argentina
747242,Ramiro Carrera,M,7248,Arsenal,11,4,7,656,0,0,0,0,0,0,0,0,13,3,22,108,681,0,10,15,17,0,14,19,2,0,,7238,20,182.0,75.0,1993-10-24,Argentina
545727,Federico Carrizo,M,7243,Rosario Central,24,6,18,1708,0,0,0,0,0,0,6,4,30,9,99,600,2672,19,33,26,46,0,32,27,8,0,Rosario Central,7243,8,170.0,68.0,1991-05-17,Argentina
375321,Matias Caruzzo,D,7245,San Lorenzo,19,0,19,1649,0,1,0,0,0,0,0,0,6,2,1,464,1439,31,36,35,210,0,17,10,2,0,Rosario Central,7243,2,185.0,76.0,1984-08-15,Argentina
908041,Bautista Cascini,M,7237,Estudiantes de La Plata,7,2,5,509,0,0,0,0,0,0,1,0,5,2,2,248,733,14,10,12,23,0,10,10,2,0,Estudiantes de La Plata,7237,28,171.0,68.0,1997-06-04,Argentina
500812,Milton Casco,D,7250,River Plate,12,0,12,1040,1,0,0,1,0,0,0,0,8,1,26,535,1518,21,17,24,78,0,19,10,5,0,River Plate,7250,20,170.0,69.0,1988-04-11,Argentina
694094,Ramiro Caseres,F,7244,Velez Sarsfield,4,4,0,40,0,0,0,0,0,0,0,0,1,0,0,9,62,0,0,1,1,0,0,2,0,0,Velez Sarsfield,7244,19,166.0,63.0,1994-01-09,Argentina
957312,Santiago Caseres,M,7244,Velez Sarsfield,23,0,23,1992,0,0,0,0,0,0,0,0,7,0,16,1204,3520,65,31,108,177,0,48,43,8,1,Velez Sarsfield,7244,35,177.0,77.0,1997-02-25,Argentina
371809,Mauricio Casierra,D,8210,San Martin de San Juan,10,0,10,883,0,0,0,0,0,0,0,0,1,0,27,281,913,17,30,16,92,0,14,5,4,0,,7244,28,170.0,67.0,1985-08-12,Colombia
563086,Gonzalo Castellani,M,24786,Defensa y Justicia,11,0,11,868,2,0,1,1,0,0,2,0,23,8,28,508,1736,24,15,24,42,0,14,16,2,0,,9936,13,183.0,75.0,1987-08-10,Argentina
557923,Facundo Castillon,F,7238,Lanus,5,3,2,268,0,0,0,0,0,0,1,0,1,1,15,54,278,1,6,4,5,0,2,6,0,0,Aldosivi,24783,19,173.0,71.0,1986-08-21,Argentina
867293,Alexis Castro,M,7245,San Lorenzo,14,9,5,525,0,0,0,0,0,0,2,1,10,3,45,187,786,6,10,12,25,0,17,7,4,1,San Lorenzo,7245,14,183.0,78.0,1994-10-18,Argentina
557973,Lucas Ceballos,D,7240,Colon,5,0,5,450,0,0,0,0,0,0,1,1,3,0,10,172,454,16,16,14,52,0,9,4,1,0,Patronato,24791,3,166.0,67.0,1987-01-03,Argentina
974910,Juan Cejas,M,7237,Estudiantes de La Plata,7,5,2,223,1,0,0,1,1,0,0,0,5,2,12,54,336,0,4,5,6,0,4,5,1,0,Estudiantes de La Plata,7237,23,175.0,70.0,1998-03-06,Argentina
658754,Ricardo Centurion,F,7242,Racing Club,13,2,11,1013,7,0,1,6,2,0,6,2,27,21,73,280,1581,9,12,15,21,0,16,34,5,1,Racing Club,7242,10,174.0,70.0,1993-01-19,Argentina
695586,Ezequiel Cerutti,F,7245,San Lorenzo,9,0,9,665,5,0,0,5,2,0,0,0,21,12,49,144,873,7,11,8,14,0,9,30,1,0,Independiente,7249,27,169.0,75.0,1992-01-17,Argentina
908153,Lucas Chacana,F,8211,Tigre,3,2,1,90,0,0,0,0,0,0,0,0,2,2,4,18,86,0,0,2,2,0,1,2,0,0,,7249,,188.0,73.0,1993-06-16,Argentina
1073579,Tomas Chancalay,F,7240,Colon,23,5,18,1392,3,0,0,3,1,0,2,0,36,15,62,278,1560,16,12,25,31,0,42,21,6,1,Colon,7240,25,,,1999-12-24,
605847,Andres Chavez,F,7363,Huracan,10,5,5,554,3,0,1,2,1,0,0,0,15,9,3,60,356,3,3,6,9,0,7,5,1,0,Huracan,7363,9,184.0,80.0,1991-03-21,Argentina
1104035,Lautaro Chavez,M,7241,Gimnasia LP,2,2,0,28,0,0,0,0,0,0,0,0,1,0,0,5,63,1,0,0,0,0,0,1,0,0,Gimnasia LP,7241,17,,,2001-01-17,Argentina
914921,Julian Chicco,M,7251,Boca Juniors,2,1,1,92,0,0,0,0,0,0,0,0,1,0,0,35,91,5,4,1,5,0,2,1,1,0,Boca Juniors,7251,40,181.0,79.0,1998-01-13,Argentina
694197,Christian Chimino,D,7363,Huracan,22,5,17,1619,0,0,0,0,0,0,1,0,3,0,55,470,1527,41,53,65,190,0,20,16,1,0,Huracan,7363,28,178.0,72.0,1988-02-09,Argentina
347702,Renato Civelli,D,7247,Banfield,22,0,22,1980,1,0,1,0,0,0,0,0,13,6,0,575,1816,36,25,30,253,0,15,15,6,0,Banfield,7247,2,195.0,89.0,1983-10-14,Argentina
908143,Facundo Cobos,D,7254,Godoy Cruz,8,1,7,597,1,0,0,1,0,0,0,0,4,1,20,166,635,20,19,16,78,0,16,6,1,0,Godoy Cruz,7254,28,178.0,83.0,1993-02-19,Argentina
505467,Nicolas Colazo,M,7241,Gimnasia LP,25,3,22,2027,6,0,0,6,1,0,2,0,15,9,69,647,2018,53,39,35,99,0,18,12,5,0,Gimnasia LP,7241,11,175.0,72.0,1990-07-08,Argentina
909104,Franco Colela,M,7247,Banfield,4,2,2,178,0,0,0,0,0,0,0,0,3,1,2,45,223,2,2,10,11,0,5,1,1,0,Banfield,7247,28,176.0,74.0,1996-01-05,Argentina
346933,Gustavo Colman,M,7243,Rosario Central,7,2,5,397,0,0,0,0,0,0,1,0,6,1,8,210,733,7,9,7,8,0,4,4,1,0,,7247,10,175.0,72.0,1985-04-19,Argentina
859091,Ivan Colman,M,7236,Argentinos Jrs.,9,6,3,331,0,0,0,0,0,0,1,0,8,1,10,233,774,5,6,7,8,0,9,5,0,0,Aldosivi,24783,28,173.0,70.0,1995-05-06,
348396,Fabricio Coloccini,D,7245,San Lorenzo,13,0,13,1170,0,0,0,0,0,0,1,1,6,1,3,312,1071,26,25,16,131,0,3,7,0,0,San Lorenzo,7245,32,184.0,82.0,1982-01-22,Argentina
724967,Lautaro Comas,F,24791,Patronato,3,3,0,87,0,0,0,0,0,0,0,0,0,0,9,14,111,1,1,2,2,0,4,8,2,0,Patronato,24791,7,172.0,70.0,1995-01-15,Argentina
794276,Lucio Compagnucci,M,7363,Huracan,6,5,1,137,0,0,0,0,0,0,0,0,0,0,1,41,137,7,11,13,17,0,2,2,1,0,,24114,5,173.0,73.0,1996-02-23,Argentina
908905,Tomas Conechny,F,7245,San Lorenzo,7,4,3,262,0,0,0,0,0,0,0,0,1,0,7,53,322,2,2,4,6,0,1,5,0,0,San Lorenzo,7245,35,170.0,68.0,1998-03-30,Argentina
543864,Fernando Coniglio,F,7363,Huracan,23,10,13,1274,3,0,1,2,1,1,2,1,36,11,24,205,1081,13,11,10,22,0,29,18,0,1,Lanus,7238,9,187.0,77.0,1991-11-24,Argentina
729485,German Conti,D,7240,Colon,25,0,25,2250,1,0,1,0,1,0,1,1,11,2,0,646,2033,101,63,45,404,0,31,16,8,0,Colon,7240,30,193.0,80.0,1994-06-03,Argentina
847733,Leandro Contin,F,7241,Gimnasia LP,6,0,6,495,0,0,0,0,0,0,1,0,10,3,4,69,304,7,5,2,14,0,8,9,1,0,Gimnasia LP,7241,40,182.0,78.0,1995-12-07,Argentina
557091,Alberto Contrera,M,24791,Patronato,7,3,4,360,0,0,0,0,0,0,0,0,5,0,24,73,319,3,10,9,13,0,2,2,0,0,Patronato,24791,16,185.0,70.0,1992-02-14,Paraguay
1073438,Emanuel Coronel,D,7247,Banfield,2,0,2,180,0,0,0,0,0,0,0,0,1,0,4,41,159,5,3,1,14,0,1,1,0,0,Banfield,7247,32,174.0,73.0,1997-02-01,Argentina
513960,Maximiliano Coronel,D,7241,Gimnasia LP,14,1,13,1199,0,0,0,0,0,0,1,0,3,1,2,391,1159,22,17,18,145,0,13,9,2,1,Gimnasia LP,7241,23,180.0,80.0,1989-04-28,Argentina
692741,Javier Correa,F,,,21,5,16,1417,10,0,0,10,4,0,0,0,43,21,13,182,1014,6,19,10,31,0,23,8,3,0,Colon,7240,11,187.0,85.0,1992-10-23,Argentina
587469,Jorge Correa,F,7244,Velez Sarsfield,6,5,1,165,0,0,0,0,0,0,0,0,7,1,3,79,314,1,1,3,4,0,5,1,0,0,,7240,,170.0,70.0,1993-04-04,Argentina
551601,Claudio Corvalan,D,7248,Arsenal,24,0,24,2123,1,1,0,1,0,0,1,1,13,4,42,725,2081,49,68,44,234,0,16,18,5,0,Union Santa Fe,24114,3,179.0,78.0,1989-03-23,Argentina
949650,Agustin Coscia,F,7243,Rosario Central,4,3,1,142,0,0,0,0,0,0,0,0,2,0,0,17,88,0,2,0,1,0,7,3,0,1,Rosario Central,7243,28,175.0,70.0,1997-04-08,Argentina
375621,Tomas Costa,M,7364,Olimpo,10,2,8,643,0,0,0,0,0,0,1,0,8,1,33,229,705,15,15,19,48,0,3,10,1,0,,9936,8,186.0,74.0,1985-01-30,Argentina
827309,Franco Cristaldo,M,24786,Defensa y Justicia,9,7,2,224,0,0,0,0,0,0,0,0,5,0,10,96,350,6,2,5,6,0,3,4,0,0,San Martin de San Juan,8210,32,175.0,74.0,1996-08-15,Argentina
387645,Jonathan Cristaldo,F,7244,Velez Sarsfield,5,4,1,152,0,0,0,0,0,0,0,0,3,2,3,42,144,0,3,1,1,0,3,2,0,0,Racing Club,7242,9,175.0,70.0,1989-03-05,Argentina
952360,Pablo Cuadra,F,7242,Racing Club,13,9,4,486,1,0,0,1,1,0,1,0,9,3,30,129,632,2,6,3,5,0,4,12,2,0,Racing Club,7242,27,172.0,64.0,1995-06-06,Argentina
824037,Andres Cubas,M,24786,Defensa y Justicia,21,1,20,1660,0,0,0,0,0,0,0,0,2,0,9,697,1837,67,37,96,141,0,38,20,4,0,Talleres,26569,8,169.0,60.0,1996-05-22,Argentina
370967,Fabian Cubero,D,7244,Velez Sarsfield,17,2,15,1263,1,0,1,0,1,0,0,0,4,3,14,544,1670,33,27,43,153,0,38,11,7,0,Velez Sarsfield,7244,5,175.0,72.0,1978-12-21,Argentina
970854,Tomas Cuello,M,19944,Atletico Tucuman,1,1,0,15,0,0,0,0,0,0,0,0,0,0,1,2,21,1,0,0,0,0,1,1,0,0,Atletico Tucuman,19944,28,178.0,64.0,2000-03-05,Argentina
896507,Braian Cufre,D,7244,Velez Sarsfield,14,0,14,1240,0,0,0,0,0,0,1,1,9,1,45,553,1684,36,28,33,98,0,34,8,3,2,Velez Sarsfield,7244,3,179.0,82.0,1996-12-15,Argentina
372951,Dario Cvitanich,F,7247,Banfield,18,0,18,1470,9,0,2,7,5,4,3,0,31,15,10,218,1062,5,4,10,25,0,17,47,1,0,Banfield,7247,20,174.0,72.0,1984-05-16,Argentina
859713,Hernan Da Campo,M,7243,Rosario Central,4,1,3,189,0,0,0,0,0,0,0,0,5,2,7,67,252,6,10,9,10,0,4,2,1,0,San Martin de San Juan,8210,21,175.0,70.0,1994-08-06,Argentina
814006,Luiz Da Silva,F,7236,Argentinos Jrs.,5,5,0,93,0,0,0,0,0,0,0,0,1,0,0,29,115,2,0,1,3,0,5,1,1,0,Argentinos Jrs.,7236,9,179.0,69.0,1996-12-28,Peru
375075,Israel Damonte,M,,,23,3,20,1791,3,0,0,3,1,0,0,0,18,8,15,536,1685,30,39,44,141,0,37,24,8,0,Huracan,7363,5,176.0,74.0,1982-01-06,Argentina
372938,Jesus Datolo,M,7247,Banfield,17,2,15,1210,1,0,0,1,1,0,1,1,29,9,47,457,1825,17,5,16,24,0,15,21,1,0,Banfield,7247,10,177.0,67.0,1984-05-19,Argentina
747515,Manuel De Iriondo,M,24114,Union Santa Fe,14,12,2,402,0,0,0,0,0,0,0,0,2,1,1,120,366,12,10,14,43,0,4,5,0,1,Union Santa Fe,24114,23,179.0,75.0,1993-05-06,Argentina
975754,Nicolas De La Cruz,F,7250,River Plate,14,5,9,808,0,0,0,0,0,0,3,0,24,6,46,318,1315,5,6,19,22,0,9,24,3,0,River Plate,7250,11,176.0,,1997-06-01,Uruguay
1091594,Hernan De La Fuente,D,7244,Velez Sarsfield,17,0,17,1372,0,0,0,0,0,0,1,0,8,0,36,496,1552,32,26,33,90,0,24,26,2,1,Velez Sarsfield,7244,4,178.0,,1997-01-07,Argentina
870194,Nicolas Delgadillo,F,7244,Velez Sarsfield,10,7,3,309,0,0,0,0,0,0,1,0,7,1,27,67,540,4,6,6,7,0,7,4,0,0,Velez Sarsfield,7244,33,177.0,70.0,1997-10-02,Argentina
655947,Rafael Delgado,D,24786,Defensa y Justicia,13,0,13,1154,0,0,0,0,0,0,0,0,15,6,72,503,1563,56,33,35,96,0,18,13,3,1,Defensa y Justicia,24786,33,175.0,78.0,1990-01-13,Argentina
977292,Ezequiel Denis,F,7249,Independiente,1,1,0,28,1,0,0,1,1,0,0,0,3,1,0,3,33,0,1,0,1,0,0,0,0,0,Independiente,7249,,170.0,65.0,1996-04-04,
461848,German Denis,F,7238,Lanus,18,8,10,897,2,0,0,2,1,1,0,0,16,5,3,169,734,4,11,1,8,0,19,10,3,1,Lanus,7238,19,183.0,78.0,1981-09-10,Argentina
605748,Rodrigo Depetris,M,8211,Tigre,6,4,2,220,0,0,0,0,0,0,0,0,7,1,11,50,259,0,4,4,8,0,5,2,1,0,Tigre,8211,,176.0,71.0,1990-05-05,Argentina
373595,Leandro Desabato,D,7237,Estudiantes de La Plata,18,0,18,1614,0,0,0,0,0,0,1,0,8,2,4,475,1402,24,27,21,217,0,10,19,3,0,Estudiantes de La Plata,7237,2,187.0,88.0,1979-01-24,Argentina
587957,Leandro Desabato,M,7244,Velez Sarsfield,6,0,6,467,0,0,0,0,0,0,0,0,1,0,0,210,535,13,13,17,31,0,9,5,3,0,,7237,23,176.0,76.0,1990-03-30,Argentina
707497,Leonel Di Placido,D,7238,Lanus,6,1,5,448,0,0,0,0,0,0,0,0,4,0,11,199,604,20,9,16,41,0,5,2,1,0,Lanus,7238,26,176.0,72.0,1994-01-28,Argentina
864469,Gonzalo Di Renzo,F,,,19,10,9,1025,0,0,0,0,0,0,1,1,17,6,49,208,1041,8,15,26,40,0,23,29,4,0,Lanus,7238,17,181.0,74.0,1995-12-30,Argentina
863148,Lucas Diarte,D,7237,Estudiantes de La Plata,10,1,9,841,0,0,0,0,0,0,1,0,6,2,31,394,1306,24,32,20,82,0,9,15,2,0,San Martin de Tucuman,9936,20,175.0,73.0,1993-06-04,Argentina
727126,Gaston Diaz,D,7244,Velez Sarsfield,11,3,8,762,0,0,0,0,0,0,2,0,11,2,51,293,883,20,16,10,46,0,7,8,2,0,Velez Sarsfield,7244,24,175.0,78.0,1988-03-13,Argentina
494457,Gonzalo Diaz,M,24786,Defensa y Justicia,2,2,0,43,0,0,0,0,0,0,0,0,0,0,3,7,80,0,0,2,2,0,3,1,1,0,Defensa y Justicia,24786,20,169.0,72.0,1990-03-01,Argentina
538488,Leandro Diaz,F,19944,Atletico Tucuman,6,1,5,390,1,0,0,1,0,1,0,0,10,3,5,48,282,4,1,3,9,0,9,5,1,0,Atletico Tucuman,19944,9,182.0,78.0,1992-06-06,Argentina
862941,Paulo Diaz,D,7245,San Lorenzo,21,0,21,1867,2,0,1,1,0,0,3,1,20,6,49,702,2382,67,53,51,215,0,47,23,10,2,San Lorenzo,7245,17,180.0,76.0,1994-08-25,Chile
944689,Nicolas Dibble,F,7241,Gimnasia LP,22,4,18,1426,1,0,0,1,1,0,3,1,23,9,38,291,1597,13,17,38,47,0,20,35,3,0,Gimnasia LP,7241,30,,,1994-05-27,Uruguay
374769,Nicolas Domingo,M,7249,Independiente,20,1,19,1664,1,0,0,1,1,0,0,0,7,2,2,751,2043,44,42,44,99,0,22,19,3,0,Independiente,7249,5,173.0,72.0,1985-04-08,Argentina
694195,Nery Dominguez,M,,,17,3,14,1183,0,0,0,0,0,0,0,0,7,0,13,703,1954,29,28,33,94,0,17,20,2,0,Racing Club,7242,23,183.0,77.0,1990-04-09,Argentina
974909,Nicolas Dominguez,M,7244,Velez Sarsfield,24,3,21,1846,0,1,0,0,0,0,2,0,27,9,18,885,2469,41,29,62,112,0,31,25,4,0,Velez Sarsfield,7244,28,179.0,73.0,1998-06-28,Argentina
694863,Alejandro Donatti,D,7242,Racing Club,14,2,12,1019,4,0,2,2,1,0,0,0,12,7,0,381,1044,19,12,18,138,0,7,0,1,0,Racing Club,7242,2,191.0,75.0,1986-10-24,Argentina
496956,David Drocco,M,7248,Arsenal,22,4,18,1694,0,0,0,0,0,0,1,0,8,3,50,756,2212,33,28,37,81,0,26,22,4,0,Huracan,7363,26,166.0,67.0,1989-01-20,Argentina
375573,Sebastian Dubarbier,D,7237,Estudiantes de La Plata,16,6,10,936,0,0,0,0,0,0,2,0,6,0,95,316,1195,24,18,22,75,0,6,4,1,0,Estudiantes de La Plata,7237,19,179.0,74.0,1986-02-19,Argentina
873806,Jalil Elias,M,,,18,1,17,1434,0,0,0,0,0,0,1,0,9,3,16,531,1618,29,19,31,69,0,28,9,3,0,Godoy Cruz,7254,10,180.0,70.0,1996-04-25,Argentina
659469,Fernando Elizari,M,24786,Defensa y Justicia,5,4,1,185,1,0,0,1,0,0,0,0,5,3,6,75,269,2,2,1,1,0,3,7,0,0,Defensa y Justicia,24786,30,173.0,65.0,1991-04-05,Argentina
525567,Cristian Erbes,M,7817,Chacarita,8,1,7,571,0,0,0,0,0,0,0,0,0,0,3,238,717,9,14,18,41,0,10,7,0,0,,7241,21,172.0,75.0,1990-01-06,Argentina
1105120,Ivan Erquiaga,D,7237,Estudiantes de La Plata,1,0,1,68,0,0,0,0,0,0,0,0,0,0,1,19,70,3,0,2,8,0,2,5,1,0,Estudiantes de La Plata,7237,3,,,1999-03-26,Argentina
367910,Walter Erviti,M,7249,Independiente,6,0,6,383,0,0,0,0,0,0,0,0,3,0,13,130,403,1,8,0,5,0,6,4,0,0,,7237,,168.0,64.0,1980-06-12,Argentina
606541,Andres Escobar,F,7237,Estudiantes de La Plata,2,2,0,47,0,0,0,0,0,0,0,0,1,0,1,16,92,0,0,1,1,0,1,2,0,0,Estudiantes de La Plata,7237,26,170.0,66.0,1991-05-14,Colombia
824735,Franco Escobar,D,7239,Newell's Old Boys,1,0,1,90,0,0,0,0,0,0,0,0,0,0,0,14,55,2,2,2,11,1,0,0,0,0,,7237,36,175.0,72.0,1995-02-21,Argentina
916002,Gonzalo Escobar,D,,,24,0,24,2143,0,0,0,0,0,0,1,1,9,3,64,758,2627,54,54,67,199,0,41,13,7,1,Colon,7240,31,173.0,65.0,1997-03-16,Argentina
890243,Ian Escobar,D,26569,Talleres,3,0,3,250,0,0,0,0,0,0,0,0,1,0,13,90,286,9,2,8,20,0,4,2,0,0,Talleres,26569,26,173.0,66.0,1996-05-29,Argentina
695617,Matias Escudero,D,8210,San Martin de San Juan,22,0,22,1949,1,0,1,0,0,0,0,0,3,3,0,804,2424,54,33,42,272,0,38,22,6,1,Patronato,24791,6,176.0,75.0,1988-12-15,Argentina
724954,Cristian Espinoza,F,7251,Boca Juniors,11,8,3,277,0,0,0,0,0,0,0,0,5,0,14,74,348,1,1,5,6,0,6,7,1,0,Boca Juniors,7251,11,174.0,68.0,1995-04-03,Argentina
538006,Marcelo Estigarribia,M,7240,Colon,23,7,16,1434,3,0,0,3,1,0,0,0,17,7,35,390,1702,24,28,23,63,0,25,38,2,0,Colon,7240,28,181.0,70.0,1987-09-21,Paraguay
701905,Fernando Evangelista,D,,,10,1,9,787,0,0,0,0,0,0,0,0,6,2,29,326,971,15,18,28,83,0,13,9,4,0,Estudiantes de La Plata,7237,13,175.0,70.0,1991-10-21,Argentina
687695,Frank Fabra,D,7251,Boca Juniors,22,0,22,1934,2,0,0,2,1,0,3,1,9,4,36,919,2697,51,54,56,145,0,29,21,6,0,Boca Juniors,7251,18,172.0,72.0,1991-02-22,Colombia
587629,Lorenzo Faravelli,M,7241,Gimnasia LP,26,2,24,1970,4,0,0,4,0,0,4,3,42,14,26,735,2667,30,40,54,85,0,41,34,4,0,Gimnasia LP,7241,8,172.0,67.0,1993-03-29,Argentina
440983,Alvaro Fernandez,M,8210,San Martin de San Juan,25,0,25,2157,2,0,1,1,0,0,1,0,9,4,23,828,2600,27,39,35,107,0,21,28,7,0,San Martin de Tucuman,9936,23,185.0,72.0,1985-10-11,Uruguay
370033,Gaston Fernandez,F,7237,Estudiantes de La Plata,12,4,8,703,1,0,0,1,0,0,0,0,16,4,14,232,912,7,8,5,5,0,8,22,1,0,Estudiantes de La Plata,7237,10,170.0,70.0,1983-10-12,Argentina
651340,Guillermo Fernandez,M,7254,Godoy Cruz,24,1,23,2019,3,0,0,3,1,0,3,2,39,11,104,737,2520,35,32,41,86,0,23,19,4,0,Racing Club,7242,8,178.0,75.0,1991-10-11,Argentina
